i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
52	2	0.145773	0.696974	1.10168	1.01482	142.087	3944.89	0.00225894	2.86531
53	2	0.151139	0.685916	1.10279	1.00806	141.897	3943.77	0.00225656	2.77395
54	2	0.156593	0.674737	1.10397	1.00021	141.696	3942.58	0.00225404	2.68311
55	2	0.162132	0.663444	1.10521	0.991295	141.484	3941.33	0.0022514	2.59287
56	2	0.167757	0.652042	1.1065	0.981312	141.264	3940.02	0.00224863	2.50333
57	2	0.173466	0.640539	1.10786	0.970268	141.033	3938.66	0.00224574	2.41459
58	2	0.179258	0.62894	1.10927	0.958152	140.793	3937.23	0.00224274	2.32673
59	2	0.185131	0.61725	1.11073	0.944949	140.545	3935.75	0.00223961	2.23984
60	2	0.191083	0.605476	1.11225	0.930628	140.287	3934.22	0.00223638	2.154
61	2	0.197114	0.593623	1.11382	0.915153	140.02	3932.62	0.00223303	2.06929
62	2	0.203222	0.581697	1.11544	0.898475	139.744	3930.98	0.00222957	1.98577
63	2	0.209405	0.569704	1.11712	0.880533	139.46	3929.27	0.00222599	1.90353
64	2	0.215662	0.557649	1.11886	0.861259	139.166	3927.51	0.0022223	1.82262
65	2	0.221992	0.545538	1.12065	0.840572	138.863	3925.69	0.00221849	1.74312
66	2	0.228391	0.533377	1.1225	0.818381	138.551	3923.81	0.00221456	1.66508
67	2	0.23486	0.52117	1.12441	0.794585	138.228	3921.87	0.0022105	1.58856
68	2	0.241395	0.508923	1.12638	0.769071	137.896	3919.87	0.00220632	1.51361
69	2	0.247996	0.496642	1.12842	0.741718	137.554	3917.8	0.00220201	1.44028
70	2	0.254661	0.484331	1.13052	0.712393	137.201	3915.66	0.00219756	1.36862
71	2	0.261387	0.471996	1.13268	0.680954	136.838	3913.45	0.00219297	1.29867
72	2	0.268173	0.459643	1.13492	0.647248	136.463	3911.17	0.00218824	1.23048
73	2	0.275017	0.447275	1.13722	0.611111	136.077	3908.81	0.00218336	1.16407
74	2	0.281916	0.434899	1.1396	0.572368	135.679	3906.38	0.00217833	1.09947
75	2	0.28887	0.422518	1.14205	0.530834	135.269	3903.87	0.00217316	1.03673
76	2	0.295876	0.410138	1.14458	0.486308	134.848	3901.28	0.00216782	0.975854
77	2	0.302931	0.397764	1.14719	0.438579	134.414	3898.61	0.00216233	0.916876
78	2	0.310034	0.385399	1.14988	0.387417	133.968	3895.85	0.00215667	0.859811
79	2	0.317182	0.373049	1.15264	0.332577	133.509	3893.01	0.00215085	0.804675
80	2	0.324373	0.360718	1.15549	0.27379	133.038	3890.09	0.00214488	0.751479
81	2	0.331604	0.34841	1.15842	0.210766	132.554	3887.08	0.00213873	0.700234
82	2	0.338872	0.336129	1.16143	0.143182	132.058	3883.98	0.00213242	0.650945
83	2	0.346176	0.323881	1.16452	0.0706791	131.549	3880.79	0.00212595	0.603615
84	2	0.353539	0.31161	1.16692	0.0125249	131.154	3878.31	0.00212093	0.558023
85	2	0.360932	0.299356	1.16872	0	130.858	3876.45	0.00211716	0.514293
86	2	0.368291	0.287249	1.17181	0	130.352	3873.26	0.00211071	0.472839
87	2	0.375663	0.275262	1.17615	0	129.643	3868.77	0.00210166	0.433521
88	2	0.383072	0.263389	1.18134	0	128.798	3863.39	0.00209086	0.396278
89	2	0.390531	0.251629	1.18709	0	127.864	3857.42	0.00207892	0.361062
90	2	0.398047	0.239984	1.19324	0	126.87	3851.03	0.00206619	0.327831
91	2	0.40562	0.228454	1.19967	0	125.835	3844.33	0.00205291	0.296541
92	2	0.413251	0.217042	1.20633	0	124.77	3837.39	0.00203921	0.267146
93	2	0.420939	0.20575	1.21316	0	123.68	3830.24	0.00202517	0.239599
94	2	0.428681	0.194578	1.22016	0	122.57	3822.9	0.00201085	0.213852
95	2	0.436474	0.183528	1.22731	0	121.443	3815.4	0.00199628	0.189858
96	2	0.444316	0.172602	1.23459	0	120.301	3807.75	0.00198148	0.167566
97	2	0.452204	0.161802	1.242	0	119.145	3799.94	0.00196647	0.146929
98	2	0.460132	0.151129	1.24953	0	117.978	3791.99	0.00195128	0.127895
99	2	0.468099	0.140585	1.25718	0	116.799	3783.9	0.00193591	0.110415
100	2	0.476099	0.130171	1.26493	0	115.611	3775.69	0.00192039	0.0944394
101	2	0.484129	0.11989	1.27279	0	114.415	3767.35	0.00190473	0.0799168
102	2	0.492183	0.109744	1.28074	0	113.212	3758.9	0.00188895	0.0667966
103	2	0.500256	0.0997339	1.28878	0	112.004	3750.33	0.00187306	0.0550279
104	2	0.508344	0.0898632	1.2969	0	110.792	3741.67	0.00185708	0.0445595
105	2	0.51644	0.0801338	1.30509	0	109.578	3732.91	0.00184103	0.0353401
106	2	0.52454	0.0705483	1.31335	0	108.362	3724.07	0.00182494	0.0273179
107	2	0.532637	0.0611094	1.32167	0	107.147	3715.15	0.0018088	0.0204413
108	2	0.540724	0.0518197	1.33004	0	105.934	3706.17	0.00179266	0.0146583
109	2	0.548794	0.0426823	1.33845	0	104.724	3697.13	0.00177651	0.00991685
110	2	0.556842	0.0337001	1.34689	0	103.519	3688.04	0.0017604	0.00616471
111	2	0.564859	0.0248764	1.35535	0	102.32	3678.92	0.00174432	0.0033496
112	2	0.572837	0.0162147	1.36383	0	101.128	3669.77	0.00172831	0.00141916
113	2	0.580756	0.00773337	1.37244	0	99.927	3660.46	0.00171212	0.000322267
114	2	0.588025	0	1.37244	0	99.927	3660.46	0.00171212	0

0	3	0.000902314	1	1.13378	0.0646235	136.654	3912.33	0.00219065	5.93182
1	3	0.0012543	0.999343	1.13339	0.0734809	136.718	3912.72	0.00219146	5.92408
2	3	0.00170681	0.998497	1.1329	0.0847758	136.8	3913.22	0.0021925	5.91412
3	3	0.00225981	0.997461	1.13231	0.0984402	136.9	3913.83	0.00219375	5.90193
4	3	0.00291329	0.996234	1.13162	0.114392	137.016	3914.53	0.00219522	5.88751
5	3	0.00366723	0.994816	1.13083	0.132538	137.148	3915.33	0.00219688	5.87085
6	3	0.00452163	0.993205	1.12996	0.152769	137.295	3916.23	0.00219874	5.85195
7	3	0.00547647	0.991399	1.12899	0.174968	137.457	3917.21	0.00220079	5.8308
8	3	0.00653176	0.989397	1.12795	0.199005	137.633	3918.27	0.002203	5.80738
9	3	0.00768749	0.987197	1.12683	0.224741	137.821	3919.41	0.00220537	5.78169
10	3	0.00894368	0.984796	1.12564	0.252031	138.021	3920.62	0.00220789	5.75371
11	3	0.0103003	0.982194	1.12439	0.280718	138.231	3921.89	0.00221054	5.72344
12	3	0.0117575	0.979387	1.12309	0.310643	138.451	3923.21	0.0022133	5.69087
13	3	0.0133151	0.976374	1.12174	0.34164	138.679	3924.58	0.00221617	5.65598
14	3	0.0149733	0.973152	1.12036	0.373539	138.913	3925.99	0.00221912	5.61877
15	3	0.0167321	0.969718	1.11894	0.40617	139.153	3927.43	0.00222213	5.57924
16	3	0.0185915	0.966069	1.1175	0.43936	139.396	3928.89	0.0022252	5.53736
17	3	0.0205515	0.962204	1.11604	0.472936	139.643	3930.37	0.00222829	5.49315
18	3	0.0226123	0.95812	1.11459	0.506726	139.89	3931.85	0.0022314	5.4466
19	3	0.0247737	0.953814	1.11313	0.540564	140.137	3933.32	0.0022345	5.39771
20	3	0.0270359	0.949284	1.11169	0.574283	140.382	3934.78	0.00223758	5.34648
21	3	0.029399	0.944528	1.11026	0.607724	140.624	3936.22	0.00224061	5.29293
22	3	0.0318629	0.939543	1.10887	0.640734	140.861	3937.64	0.00224359	5.23706
23	3	0.0344276	0.934327	1.10751	0.673164	141.092	3939.01	0.00224648	5.1789
24	3	0.0370932	0.928879	1.1062	0.704875	141.316	3940.33	0.00224929	5.11847
25	3	0.0398597	0.923197	1.10494	0.735737	141.531	3941.6	0.00225198	5.05579
26	3	0.042727	0.917281	1.10374	0.765627	141.735	3942.82	0.00225454	4.9909
27	3	0.0456952	0.911129	1.10261	0.794433	141.928	3943.96	0.00225696	4.92385
28	3	0.0487642	0.904742	1.10155	0.822054	142.109	3945.02	0.00225922	4.85467
29	3	0.051934	0.898119	1.10057	0.848397	142.276	3946.01	0.00226131	4.78344
30	3	0.0552044	0.891261	1.09968	0.873382	142.429	3946.91	0.00226322	4.7102
31	3	0.0585753	0.884169	1.09887	0.896939	142.566	3947.72	0.00226494	4.63503
32	3	0.0620466	0.876844	1.09816	0.919011	142.688	3948.43	0.00226646	4.55801
33	3	0.0656183	0.86929	1.09755	0.939549	142.792	3949.05	0.00226777	4.47922
34	3	0.0692899	0.861508	1.09704	0.958516	142.88	3949.56	0.00226886	4.39875
35	3	0.0730615	0.853502	1.09663	0.975887	142.95	3949.98	0.00226974	4.31671
36	3	0.0769326	0.845275	1.09633	0.991647	143.002	3950.28	0.00227039	4.23318
37	3	0.080903	0.836832	1.09613	1.00579	143.036	3950.48	0.00227082	4.14828
38	3	0.0849724	0.828177	1.09603	1.01832	143.052	3950.58	0.00227102	4.06213
39	3	0.0891404	0.819314	1.09604	1.02924	143.051	3950.57	0.002271	3.97483
40	3	0.0934066	0.81025	1.09615	1.03858	143.032	3950.46	0.00227076	3.88651
41	3	0.0977706	0.80099	1.09637	1.04637	142.995	3950.24	0.00227031	3.79729
42	3	0.102232	0.791539	1.09668	1.05264	142.942	3949.93	0.00226964	3.70729
43	3	0.10679	0.781904	1.09709	1.05742	142.872	3949.52	0.00226877	3.61664
44	3	0.111444	0.772092	1.09759	1.06076	142.787	3949.02	0.0022677	3.52545
45	3	0.116193	0.762107	1.09818	1.0627	142.686	3948.42	0.00226644	3.43386
46	3	0.121037	0.751957	1.09885	1.0633	142.57	3947.74	0.00226499	3.34197
47	3	0.125975	0.741648	1.09961	1.06258	142.44	3946.98	0.00226337	3.24992
48	3	0.131006	0.731187	1.10045	1.06061	142.297	3946.13	0.00226158	3.15781
49	3	0.13613	0.72058	1.10136	1.05743	142.141	3945.21	0.00225962	3.06577
50	3	0.141345	0.709833	1.10234	1.05307	141.973	3944.22	0.00225752	2.9739
51	3	0.14665	0.698954	1.1034	1.04757	141.793	3943.16	0.00225527	2.88231
52	3	0.152044	0.687947	1.10452	1.04096	141.602	3942.03	0.00225288	2.79111
53	3	0.157526	0.676819	1.1057	1.03327	141.401	3940.84	0.00225035	2.7004
54	3	0.163095	0.665577	1.10694	1.02452	141.189	3939.58	0.0022477	2.61028
55	3	0.16875	0.654227	1.10824	1.01471	140.968	3938.27	0.00224492	2.52085
56	3	0.174489	0.642774	1.1096	1.00385	140.736	3936.89	0.00224202	2.43219
57	3	0.180312	0.631225	1.11101	0.99193	140.496	3935.46	0.00223901	2.34439
58	3	0.186216	0.619585	1.11248	0.978929	140.247	3933.98	0.00223588	2.25755
59	3	0.1922	0.60786	1.114	0.964822	139.989	3932.44	0.00223263	2.17173
60	3	0.198263	0.596055	1.11558	0.949571	139.721	3930.84	0.00222928	2.08702
61	3	0.204404	0.584178	1.11721	0.933128	139.445	3929.19	0.00222581	2.00349
62	3	0.21062	0.572232	1.1189	0.915436	139.16	3927.48	0.00222222	1.92121
63	3	0.21691	0.560224	1.12064	0.896426	138.866	3925.71	0.00221852	1.84025
64	3	0.223273	0.548159	1.12243	0.876017	138.562	3923.88	0.0022147	1.76068
65	3	0.229707	0.536043	1.12429	0.854122	138.249	3922	0.00221076	1.68254
66	3	0.23621	0.52388	1.1262	0.830639	137.926	3920.05	0.0022067	1.60591
67	3	0.242781	0.511677	1.12818	0.80546	137.594	3918.04	0.0022025	1.53083
68	3	0.249417	0.499439	1.13022	0.778463	137.251	3915.96	0.00219818	1.45735
69	3	0.256117	0.48717	1.13233	0.749519	136.897	3913.81	0.00219372	1.38553
70	3	0.262879	0.474876	1.1345	0.718487	136.533	3911.6	0.00218912	1.31539
71	3	0.269702	0.462563	1.13674	0.685219	136.158	3909.31	0.00218438	1.24699
72	3	0.276583	0.450234	1.13905	0.649552	135.771	3906.94	0.0021795	1.18036
73	3	0.28352	0.437896	1.14144	0.611318	135.373	3904.5	0.00217446	1.11553
74	3	0.290512	0.425552	1.1439	0.570332	134.962	3901.99	0.00216927	1.05253
75	3	0.297556	0.413208	1.14643	0.526403	134.54	3899.39	0.00216393	0.99139
76	3	0.30465	0.400869	1.14904	0.479321	134.106	3896.71	0.00215842	0.932128
77	3	0.311792	0.388538	1.15174	0.428866	133.659	3893.94	0.00215276	0.874765
78	3	0.31898	0.37622	1.15451	0.374798	133.2	3891.09	0.00214693	0.819316
79	3	0.326211	0.36392	1.15736	0.316859	132.728	3888.16	0.00214094	0.765796
80	3	0.333483	0.351643	1.1603	0.254767	132.244	3885.14	0.00213479	0.714213
81	3	0.340793	0.339392	1.16331	0.188212	131.747	3882.03	0.00212847	0.664574
82	3	0.348138	0.327171	1.16641	0.11685	131.237	3878.84	0.00212199	0.616883
83	3	0.35554	0.314932	1.16883	0.0598603	130.841	3876.34	0.00211694	0.570938
84	3	0.362963	0.30271	1.17001	0.0320405	130.647	3875.12	0.00211447	0.526845
85	3	0.37034	0.290603	1.17156	0	130.393	3873.52	0.00211123	0.484916
86	3	0.377707	0.278576	1.17386	0	130.017	3871.14	0.00210643	0.444983
87	3	0.385096	0.266626	1.17761	0	129.404	3867.25	0.00209861	0.407011
88	3	0.392525	0.254767	1.18238	0	128.629	3862.32	0.00208871	0.371017
89	3	0.400002	0.24301	1.18783	0	127.744	3856.65	0.00207738	0.336997
90	3	0.407532	0.231363	1.19378	0	126.783	3850.46	0.00206507	0.304933
91	3	0.415117	0.219831	1.20009	0	125.769	3843.9	0.00205205	0.274792
92	3	0.422756	0.208418	1.20666	0	124.717	3837.04	0.00203852	0.246536
93	3	0.430448	0.197128	1.21344	0	123.636	3829.94	0.0020246	0.220121
94	3	0.438191	0.185962	1.22041	0	122.531	3822.64	0.00201034	0.195498
95	3	0.445982	0.174922	1.22753	0	121.408	3815.17	0.00199582	0.17262
96	3	0.453817	0.164012	1.2348	0	120.268	3807.52	0.00198105	0.151435
97	3	0.461694	0.153231	1.2422	0	119.115	3799.73	0.00196607	0.131894
98	3	0.469608	0.142582	1.24972	0	117.948	3791.79	0.0019509	0.113944
99	3	0.477556	0.132067	1.25736	0	116.771	3783.71	0.00193555	0.0975334
100	3	0.485533	0.121688	1.2651	0	115.585	3775.51	0.00192005	0.0826111
101	3	0.493534	0.111446	1.27295	0	114.39	3767.18	0.0019044	0.0691244
102	3	0.501555	0.101344	1.28089	0	113.189	3758.73	0.00188864	0.0570209
103	3	0.509591	0.0913848	1.28892	0	111.982	3750.18	0.00187277	0.0462479
104	3	0.517635	0.0815695	1.29704	0	110.772	3741.52	0.00185681	0.0367527
105	3	0.525683	0.0719011	1.30522	0	109.559	3732.77	0.00184078	0.0284821
106	3	0.533728	0.0623822	1.31347	0	108.345	3723.94	0.0018247	0.021383
107	3	0.541765	0.0530155	1.32178	0	107.131	3715.03	0.00180859	0.0154021
108	3	0.549785	0.0438039	1.33014	0	105.92	3706.06	0.00179247	0.010486
109	3	0.557783	0.0347505	1.33854	0	104.711	3697.03	0.00177635	0.0065811
110	3	0.565751	0.0258584	1.34697	0	103.508	3687.96	0.00176025	0.00363377
111	3	0.573681	0.0171311	1.35542	0	102.31	3678.85	0.00174419	0.00159037
112	3	0.581552	0.00858669	1.36395	0	101.111	3669.63	0.00172808	0.000398598
113	3	0.588787	0.000813256	1.3682	0	100.517	3665.04	0.00172008	3.57169e-06
114	3	0.589546	0	1.3682	0	100.517	3665.04	0.00172008	0

0	4	0.00160546	1	1.1352	0.114983	136.416	3910.88	0.00218765	5.93237
1	4	0.00205955	0.99916	1.13471	0.126291	136.497	3911.38	0.00218867	5.92245
2	4	0.00261449	0.99813	1.13412	0.139972	136.596	3911.98	0.00218992	5.91032
3	4	0.00327027	0.99691	1.13344	0.155943	136.711	3912.68	0.00219137	5.89597
4	4	0.0040269	0.995499	1.13266	0.174111	136.842	3913.47	0.00219302	5.87939
5	4	0.00488436	0.993897	1.13178	0.194367	136.988	3914.36	0.00219487	5.86058
6	4	0.00584266	0.992101	1.13083	0.216594	137.149	3915.34	0.00219689	5.83953
7	4	0.00690181	0.99011	1.12979	0.240661	137.323	3916.4	0.00219909	5.81623
8	4	0.00806183	0.987922	1.12868	0.266432	137.51	3917.53	0.00220144	5.79066
9	4	0.00932273	0.985536	1.1275	0.293758	137.708	3918.73	0.00220394	5.76282
10	4	0.0106846	0.982948	1.12627	0.322485	137.916	3919.99	0.00220657	5.7327
11	4	0.0121473	0.980158	1.12497	0.352452	138.134	3921.3	0.00220931	5.70029
12	4	0.0137111	0.977162	1.12364	0.383494	138.359	3922.66	0.00221215	5.66558
13	4	0.0153759	0.973959	1.12226	0.415442	138.591	3924.06	0.00221507	5.62857
14	4	0.0171418	0.970546	1.12086	0.448124	138.828	3925.49	0.00221805	5.58923
15	4	0.0190089	0.96692	1.11943	0.481367	139.07	3926.93	0.00222109	5.54758
16	4	0.0209772	0.963079	1.11799	0.514999	139.313	3928.4	0.00222415	5.5036
17	4	0.0230468	0.95902	1.11655	0.548849	139.558	3929.86	0.00222722	5.45729
18	4	0.0252178	0.954741	1.1151	0.582748	139.802	3931.32	0.00223029	5.40866
19	4	0.0274901	0.95024	1.11368	0.616531	140.044	3932.77	0.00223334	5.35771
20	4	0.029864	0.945515	1.11227	0.650039	140.283	3934.19	0.00223634	5.30445
21	4	0.0323394	0.940562	1.11089	0.683118	140.517	3935.59	0.00223927	5.24889
22	4	0.0349164	0.935381	1.10955	0.71562	140.745	3936.95	0.00224213	5.19105
23	4	0.037595	0.92997	1.10825	0.747406	140.966	3938.26	0.0022449	5.13095
24	4	0.0403754	0.924328	1.10701	0.778345	141.177	3939.51	0.00224755	5.06862
25	4	0.0432574	0.918452	1.10583	0.808314	141.379	3940.71	0.00225008	5.00409
26	4	0.0462411	0.912343	1.10471	0.837203	141.569	3941.83	0.00225246	4.93741
27	4	0.0493266	0.906001	1.10367	0.864908	141.747	3942.88	0.00225468	4.86863
28	4	0.0525136	0.899425	1.10271	0.891338	141.911	3943.85	0.00225674	4.79779
29	4	0.0558023	0.892616	1.10183	0.916413	142.06	3944.74	0.00225861	4.72497
30	4	0.0591925	0.885575	1.10105	0.940063	142.195	3945.53	0.0022603	4.65022
31	4	0.0626841	0.878304	1.10035	0.96223	142.313	3946.23	0.00226178	4.57363
32	4	0.0662769	0.870805	1.09976	0.982867	142.415	3946.83	0.00226305	4.49527
33	4	0.0699709	0.86308	1.09926	1.00194	142.5	3947.33	0.00226411	4.41524
34	4	0.0737657	0.855132	1.09887	1.01941	142.567	3947.73	0.00226496	4.33364
35	4	0.0776611	0.846966	1.09858	1.03528	142.617	3948.02	0.00226558	4.25055
36	4	0.0816569	0.838584	1.09839	1.04953	142.649	3948.21	0.00226598	4.1661
37	4	0.0857527	0.829992	1.09831	1.06218	142.663	3948.29	0.00226615	4.08038
38	4	0.0899482	0.821195	1.09833	1.07322	142.659	3948.27	0.00226611	3.99352
39	4	0.0942428	0.812197	1.09845	1.08269	142.638	3948.14	0.00226584	3.90563
40	4	0.0986363	0.803003	1.09868	1.09061	142.6	3947.92	0.00226537	3.81683
41	4	0.103128	0.79362	1.099	1.09701	142.545	3947.59	0.00226468	3.72723
42	4	0.107717	0.784054	1.09942	1.10193	142.474	3947.17	0.00226378	3.63697
43	4	0.112404	0.774311	1.09992	1.10542	142.387	3946.66	0.00226269	3.54617
44	4	0.117186	0.764396	1.10052	1.10752	142.284	3946.06	0.00226141	3.45493
45	4	0.122065	0.754316	1.10121	1.10827	142.167	3945.37	0.00225995	3.36339
46	4	0.127038	0.744078	1.10197	1.10772	142.036	3944.6	0.00225831	3.27167
47	4	0.132105	0.733687	1.10282	1.10593	141.892	3943.74	0.0022565	3.17987
48	4	0.137265	0.723151	1.10374	1.10292	141.735	3942.82	0.00225454	3.08811
49	4	0.142517	0.712475	1.10473	1.09875	141.566	3941.81	0.00225242	2.9965
50	4	0.147861	0.701666	1.10579	1.09345	141.385	3940.74	0.00225015	2.90516
51	4	0.153294	0.69073	1.10692	1.08706	141.193	3939.61	0.00224775	2.81418
52	4	0.158816	0.679672	1.10811	1.07959	140.991	3938.41	0.00224521	2.72366
53	4	0.164426	0.6685	1.10935	1.07106	140.778	3937.14	0.00224255	2.63371
54	4	0.170122	0.657219	1.11066	1.06149	140.556	3935.82	0.00223976	2.54441
55	4	0.175903	0.645835	1.11203	1.05088	140.324	3934.44	0.00223685	2.45587
56	4	0.181768	0.634355	1.11345	1.03922	140.083	3933	0.00223382	2.36817
57	4	0.187715	0.622782	1.11492	1.0265	139.833	3931.51	0.00223068	2.28138
58	4	0.193743	0.611125	1.11645	1.01268	139.574	3929.96	0.00222743	2.1956
59	4	0.19985	0.599387	1.11803	0.997736	139.306	3928.35	0.00222406	2.1109
60	4	0.206035	0.587575	1.11967	0.981615	139.029	3926.69	0.00222058	2.02736
61	4	0.212297	0.575694	1.12136	0.964262	138.743	3924.97	0.00221698	1.94504
62	4	0.218633	0.56375	1.12311	0.945609	138.448	3923.19	0.00221326	1.86401
63	4	0.225042	0.551748	1.12492	0.92558	138.144	3921.36	0.00220943	1.78433
64	4	0.231523	0.539694	1.12678	0.904085	137.83	3919.46	0.00220548	1.70608
65	4	0.238073	0.527593	1.1287	0.881027	137.506	3917.51	0.0022014	1.6293
66	4	0.244692	0.51545	1.13069	0.8563	137.173	3915.48	0.0021972	1.55404
67	4	0.251377	0.503271	1.13273	0.829784	136.829	3913.4	0.00219286	1.48037
68	4	0.258126	0.49106	1.13485	0.801354	136.475	3911.24	0.00218839	1.40832
69	4	0.264938	0.478822	1.13703	0.770873	136.109	3909.01	0.00218378	1.33794
70	4	0.271811	0.466564	1.13928	0.738194	135.733	3906.71	0.00217902	1.26926
71	4	0.278743	0.454289	1.1416	0.703161	135.346	3904.34	0.00217412	1.20234
72	4	0.285732	0.442003	1.14399	0.66561	134.947	3901.89	0.00216907	1.13719
73	4	0.292776	0.429711	1.14646	0.625362	134.536	3899.36	0.00216387	1.07385
74	4	0.299873	0.417417	1.149	0.582231	134.113	3896.75	0.00215851	1.01234
75	4	0.307021	0.405125	1.15163	0.536018	133.677	3894.06	0.00215299	0.952698
76	4	0.314217	0.392841	1.15433	0.486507	133.23	3891.28	0.00214731	0.894932
77	4	0.321459	0.380568	1.15711	0.433472	132.77	3888.42	0.00214147	0.839062
78	4	0.328746	0.368312	1.15997	0.376663	132.297	3885.47	0.00213547	0.785101
79	4	0.336074	0.356077	1.16292	0.315813	131.812	3882.44	0.0021293	0.73306
80	4	0.34344	0.343866	1.16594	0.250628	131.314	3879.32	0.00212297	0.682948
81	4	0.350843	0.331684	1.16905	0.18078	130.804	3876.11	0.00211647	0.634768
82	4	0.3583	0.31949	1.17149	0.12533	130.405	3873.59	0.00211139	0.588345
83	4	0.365771	0.307324	1.17271	0.0989501	130.206	3872.33	0.00210884	0.543803
84	4	0.373196	0.29527	1.17417	0.0653054	129.967	3870.82	0.0021058	0.501402
85	4	0.380603	0.283278	1.17535	0.0374139	129.774	3869.6	0.00210333	0.460934
86	4	0.388015	0.271321	1.17723	0	129.466	3867.65	0.00209941	0.422282
87	4	0.395443	0.25941	1.17981	0	129.046	3864.98	0.00209404	0.385467
88	4	0.402904	0.247564	1.18384	0	128.392	3860.8	0.00208568	0.350523
89	4	0.410408	0.235806	1.18883	0	127.582	3855.61	0.00207532	0.317496
90	4	0.417961	0.224151	1.19449	0	126.67	3849.73	0.00206362	0.286395
91	4	0.425565	0.212611	1.2006	0	125.686	3843.36	0.00205099	0.257203
92	4	0.433218	0.201191	1.20706	0	124.654	3836.62	0.00203771	0.229887
93	4	0.440921	0.189896	1.21377	0	123.585	3829.61	0.00202394	0.204406
94	4	0.44867	0.17873	1.22068	0	122.488	3822.36	0.00200979	0.180714
95	4	0.456463	0.167694	1.22777	0	121.37	3814.91	0.00199533	0.158762
96	4	0.464297	0.156792	1.23502	0	120.234	3807.29	0.00198061	0.138498
97	4	0.472168	0.146024	1.2424	0	119.083	3799.51	0.00196566	0.119869
98	4	0.480072	0.135394	1.24991	0	117.919	3791.59	0.00195051	0.102823
99	4	0.488004	0.124903	1.25754	0	116.743	3783.52	0.00193519	0.0873069
100	4	0.495962	0.114553	1.26527	0	115.558	3775.32	0.0019197	0.0732659
101	4	0.503939	0.104346	1.27311	0	114.365	3767	0.00190408	0.0606464
102	4	0.511931	0.0942845	1.28105	0	113.165	3758.56	0.00188833	0.049394
103	4	0.519931	0.0843707	1.28907	0	111.96	3750.02	0.00187248	0.0394543
104	4	0.527936	0.074607	1.29717	0	110.751	3741.37	0.00185654	0.0307728
105	4	0.535938	0.0649961	1.30535	0	109.54	3732.64	0.00184053	0.0232948
106	4	0.543931	0.0555407	1.31359	0	108.328	3723.81	0.00182447	0.0169652
107	4	0.551909	0.0462435	1.32189	0	107.116	3714.92	0.00180838	0.0117294
108	4	0.559865	0.0371077	1.33024	0	105.906	3705.96	0.00179228	0.00753211
109	4	0.567792	0.0281363	1.33862	0	104.699	3696.94	0.00177618	0.00431839
110	4	0.575682	0.0193327	1.34704	0	103.497	3687.87	0.0017601	0.0020331
111	4	0.583513	0.0107151	1.35552	0	102.296	3678.74	0.00174401	0.000622873
112	4	0.590714	0.00288689	1.36187	0	101.402	3671.88	0.001732	4.50969e-05
113	4	0.591473	0.00206798	1.36504	0	100.959	3668.46	0.00172603	2.31317e-05
114	4	0.593394	0	1.36504	0	100.959	3668.46	0.00172603	0

0	5	0.00251132	1	1.13703	0.17986	136.109	3909.01	0.00218377	5.93272
1	5	0.00306873	0.998981	1.13645	0.193562	136.206	3909.6	0.002185	5.92067
2	5	0.00372745	0.997769	1.13577	0.209557	136.32	3910.3	0.00218644	5.9064
3	5	0.00448749	0.996369	1.13499	0.227753	136.45	3911.09	0.00218807	5.88993
4	5	0.00534885	0.994777	1.13413	0.248041	136.594	3911.97	0.0021899	5.87123
5	5	0.00631155	0.992994	1.13318	0.270303	136.753	3912.94	0.00219191	5.85031
6	5	0.00737562	0.991017	1.13216	0.29441	136.926	3913.98	0.00219408	5.82714
7	5	0.00854109	0.988845	1.13106	0.320223	137.11	3915.1	0.00219641	5.80174
8	5	0.00980799	0.986476	1.12989	0.347595	137.306	3916.29	0.00219888	5.77407
