i	XD	ThetaCalc	ThetaE	xE	rE	Err
65	1.24167	9.68054	12.0154	1.24167	0.769782	0.241192
66	1.25986	9.49924	11.9026	1.25986	0.76539	0.253008
67	1.27818	9.31363	11.7871	1.27818	0.760989	0.26557
68	1.29556	9.14217	11.6854	1.29556	0.756833	0.278188
69	1.31148	8.97754	11.5841	1.31148	0.753042	0.290344
70	1.3147	8.93027	11.5459	1.3147	0.752278	0.292893
71	1.31968	8.86623	11.4986	1.31968	0.751093	0.296901
72	1.32571	8.79885	11.4546	1.32571	0.74966	0.301829
73	1.33411	8.70475	11.3933	1.33411	0.747668	0.308865
74	1.34456	8.58974	11.3205	1.34456	0.745194	0.317905
75	1.35689	8.45693	11.2391	1.35689	0.742278	0.328977
76	1.37041	8.31947	11.161	1.37041	0.739093	0.341554
77	1.38631	8.15517	11.0675	1.38631	0.735358	0.357114
78	1.40449	7.96603	10.9609	1.40449	0.731104	0.37596
79	1.425	7.75113	10.8414	1.425	0.726326	0.398682
80	1.448	7.50627	10.706	1.448	0.72099	0.426269
81	1.47365	7.2251	10.5495	1.47365	0.715068	0.460125
82	1.50261	6.89068	10.3589	1.50261	0.708413	0.50332
83	1.54063	6.4133	10.0751	1.54063	0.699702	0.570978
84	1.58295	5.87289	9.76271	1.58295	0.69003	0.662335
85	1.62161	5.39649	9.50727	1.62161	0.681219	0.761751
86	1.66427	4.84819	9.21517	1.66427	0.671521	0.900743
87	1.70588	4.31913	8.94904	1.70588	0.662079	1.07195
88	1.75101	3.72322	8.65384	1.75101	0.651854	1.32429
89	1.79627	3.12448	8.37201	1.79627	0.641609	1.67949
90	1.84469	2.46217	8.06803	1.84469	0.630656	2.27679
91	1.89402	1.77996	7.77003	1.89402	0.619492	3.36528
92	1.94633	1.03325	7.45481	1.94633	0.607642	6.21491
93	2.00017	0.251042	7.14109	2.00017	0.595422	27.4458
94	2.057	-0.60098	6.81369	2.057	0.582493	12.3376
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.296499	17.0608	17.0664	0.296499	1.0431	0.000331153
2	0.306131	17.0023	17.0265	0.306131	1.03974	0.0014266
3	0.315983	16.9417	16.9845	0.315983	1.03632	0.00252682
4	0.326053	16.879	16.9404	0.326053	1.03283	0.00363674
5	0.336339	16.8144	16.8946	0.336339	1.02929	0.00476754
6	0.346838	16.7478	16.8468	0.346838	1.02569	0.00591211
7	0.357549	16.6793	16.7973	0.357549	1.02204	0.00707581
8	0.36847	16.6088	16.7462	0.36847	1.01833	0.00826871
9	0.379596	16.5364	16.6933	0.379596	1.01457	0.00948374
10	0.390928	16.4621	16.6388	0.390928	1.01076	0.0107285
11	0.402461	16.386	16.5828	0.402461	1.0069	0.0120079
12	0.414195	16.308	16.5251	0.414195	1.00299	0.0133168
13	0.426127	16.2281	16.4661	0.426127	0.999042	0.0146667
14	0.438256	16.1464	16.4056	0.438256	0.995048	0.0160541
15	0.450578	16.0627	16.3435	0.450578	0.99101	0.0174793
16	0.463094	15.9773	16.2801	0.463094	0.986932	0.0189535
17	0.475801	15.8899	16.2151	0.475801	0.982814	0.0204677
18	0.488699	15.8006	16.1487	0.488699	0.978657	0.0220324
19	0.501785	15.7094	16.0808	0.501785	0.974464	0.0236452
20	0.51506	15.6162	16.0114	0.51506	0.970234	0.0253074
21	0.528521	15.5211	15.9406	0.528521	0.965969	0.0270269
22	0.54217	15.4239	15.8681	0.54217	0.96167	0.0287965
23	0.556004	15.3247	15.7942	0.556004	0.957338	0.0306305
24	0.570024	15.2235	15.7185	0.570024	0.952974	0.0325201
25	0.584229	15.1201	15.6414	0.584229	0.948579	0.034476
26	0.598619	15.0146	15.5625	0.598619	0.944153	0.0364962
27	0.613194	14.9068	15.482	0.613194	0.939697	0.0385863
28	0.627953	14.7969	15.3998	0.627953	0.935213	0.0407498
29	0.642897	14.6846	15.3159	0.642897	0.9307	0.0429888
30	0.658025	14.5701	15.2303	0.658025	0.926159	0.0453109
31	0.673337	14.4531	15.1428	0.673337	0.921592	0.0477164
32	0.688833	14.3338	15.0536	0.688833	0.916999	0.0502154
33	0.704513	14.212	14.9626	0.704513	0.912381	0.0528082
34	0.720375	14.0878	14.8698	0.720375	0.907738	0.0555063
35	0.736419	13.961	14.7751	0.736419	0.90307	0.0583111
36	0.752644	13.8317	14.6787	0.752644	0.89838	0.0612345
37	0.76905	13.6998	14.5805	0.76905	0.893667	0.0642804
38	0.785635	13.5653	14.4804	0.785635	0.888933	0.0674599
39	0.801922	13.4374	14.3908	0.801922	0.884313	0.0709487
40	0.817425	13.3238	14.3206	0.817425	0.879944	0.0748141
41	0.832981	13.2079	14.2481	0.832981	0.875588	0.0787562
42	0.848712	13.0884	14.172	0.848712	0.87121	0.08279
43	0.864338	12.9705	14.0989	0.864338	0.86689	0.0869961
44	0.880416	12.8446	14.0171	0.880416	0.862474	0.0912897
45	0.896268	12.7225	13.9413	0.896268	0.858147	0.0957961
46	0.912623	12.5917	13.8561	0.912623	0.853711	0.100422
47	0.928837	12.4632	13.7751	0.928837	0.849342	0.105262
48	0.945366	12.329	13.6887	0.945366	0.844915	0.110277
49	0.962061	12.1919	13.6	0.962061	0.840472	0.115501
50	0.978646	12.0563	13.5145	0.978646	0.836087	0.12095
51	0.995783	11.9108	13.4191	0.995783	0.831583	0.126632
52	1.01253	11.7716	13.332	1.01253	0.82721	0.132554
53	1.02968	11.6249	13.2379	1.02968	0.822758	0.138752
54	1.0472	11.4713	13.1376	1.0472	0.818239	0.145256
55	1.06413	11.3271	13.0487	1.06413	0.813896	0.15199
56	1.0817	11.171	12.9484	1.0817	0.809419	0.159106
57	1.09948	11.0104	12.8447	1.09948	0.804913	0.166593
58	1.11669	10.8587	12.7515	1.11669	0.800577	0.17431
59	1.13451	10.6953	12.6474	1.13451	0.796114	0.182525
60	1.15263	10.5254	12.5382	1.15263	0.791601	0.191234
61	1.16994	10.3684	12.443	1.16994	0.787314	0.200099
62	1.18788	10.1988	12.3366	1.18788	0.782895	0.20962
63	1.20613	10.0221	12.2246	1.20613	0.778423	0.219762
64	1.22386	9.8529	12.1209	1.22386	0.7741	0.230191
65	1.24167	9.68054	12.0154	1.24167	0.769782	0.241192
66	1.25986	9.49924	11.9026	1.25986	0.76539	0.253008
67	1.27818	9.31363	11.7871	1.27818	0.760989	0.26557
68	1.29556	9.14217	11.6854	1.29556	0.756833	0.278188
69	1.31148	8.97754	11.5841	1.31148	0.753042	0.290344
70	1.3147	8.93027	11.5459	1.3147	0.752278	0.292893
71	1.31968	8.86623	11.4986	1.31968	0.751093	0.296901
72	1.32571	8.79885	11.4546	1.32571	0.74966	0.301829
73	1.33411	8.70475	11.3933	1.33411	0.747668	0.308865
74	1.34456	8.58974	11.3205	1.34456	0.745194	0.317905
75	1.35689	8.45693	11.2391	1.35689	0.742278	0.328977
76	1.37041	8.31947	11.161	1.37041	0.739093	0.341554
77	1.38631	8.15517	11.0675	1.38631	0.735358	0.357114
78	1.40449	7.96603	10.9609	1.40449	0.731104	0.37596
79	1.425	7.75113	10.8414	1.425	0.726326	0.398682
80	1.448	7.50627	10.706	1.448	0.72099	0.426269
81	1.47365	7.2251	10.5495	1.47365	0.715068	0.460125
82	1.50261	6.89068	10.3589	1.50261	0.708413	0.50332
83	1.54063	6.4133	10.0751	1.54063	0.699702	0.570978
84	1.58295	5.87289	9.76271	1.58295	0.69003	0.662335
85	1.62161	5.39649	9.50727	1.62161	0.681219	0.761751
86	1.66427	4.84819	9.21517	1.66427	0.671521	0.900743
87	1.70588	4.31913	8.94904	1.70588	0.662079	1.07195
88	1.75101	3.72322	8.65384	1.75101	0.651854	1.32429
89	1.79627	3.12448	8.37201	1.79627	0.641609	1.67949
90	1.84469	2.46217	8.06803	1.84469	0.630656	2.27679
91	1.89402	1.77996	7.77003	1.89402	0.619492	3.36528
92	1.94633	1.03325	7.45481	1.94633	0.607642	6.21491
93	2.00017	0.251042	7.14109	2.00017	0.595422	27.4458
94	2.057	-0.60098	6.81369	2.057	0.582493	12.3376
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.296499	17.0608	17.0664	0.296499	1.0431	0.000331153
2	0.306131	17.0023	17.0265	0.306131	1.03974	0.0014266
3	0.315983	16.9417	16.9845	0.315983	1.03632	0.00252682
4	0.326053	16.879	16.9404	0.326053	1.03283	0.00363674
5	0.336339	16.8144	16.8946	0.336339	1.02929	0.00476754
6	0.346838	16.7478	16.8468	0.346838	1.02569	0.00591211
7	0.357549	16.6793	16.7973	0.357549	1.02204	0.00707581
8	0.36847	16.6088	16.7462	0.36847	1.01833	0.00826871
9	0.379596	16.5364	16.6933	0.379596	1.01457	0.00948374
10	0.390928	16.4621	16.6388	0.390928	1.01076	0.0107285
11	0.402461	16.386	16.5828	0.402461	1.0069	0.0120079
12	0.414195	16.308	16.5251	0.414195	1.00299	0.0133168
13	0.426127	16.2281	16.4661	0.426127	0.999042	0.0146667
14	0.438256	16.1464	16.4056	0.438256	0.995048	0.0160541
15	0.450578	16.0627	16.3435	0.450578	0.99101	0.0174793
16	0.463094	15.9773	16.2801	0.463094	0.986932	0.0189535
17	0.475801	15.8899	16.2151	0.475801	0.982814	0.0204677
18	0.488699	15.8006	16.1487	0.488699	0.978657	0.0220324
19	0.501785	15.7094	16.0808	0.501785	0.974464	0.0236452
20	0.51506	15.6162	16.0114	0.51506	0.970234	0.0253074
21	0.528521	15.5211	15.9406	0.528521	0.965969	0.0270269
22	0.54217	15.4239	15.8681	0.54217	0.96167	0.0287965
23	0.556004	15.3247	15.7942	0.556004	0.957338	0.0306305
24	0.570024	15.2235	15.7185	0.570024	0.952974	0.0325201
25	0.584229	15.1201	15.6414	0.584229	0.948579	0.034476
26	0.598619	15.0146	15.5625	0.598619	0.944153	0.0364962
27	0.613194	14.9068	15.482	0.613194	0.939697	0.0385863
28	0.627953	14.7969	15.3998	0.627953	0.935213	0.0407498
29	0.642897	14.6846	15.3159	0.642897	0.9307	0.0429888
30	0.658025	14.5701	15.2303	0.658025	0.926159	0.0453109
31	0.673337	14.4531	15.1428	0.673337	0.921592	0.0477164
32	0.688833	14.3338	15.0536	0.688833	0.916999	0.0502154
33	0.704513	14.212	14.9626	0.704513	0.912381	0.0528082
34	0.720375	14.0878	14.8698	0.720375	0.907738	0.0555063
35	0.736419	13.961	14.7751	0.736419	0.90307	0.0583111
36	0.752644	13.8317	14.6787	0.752644	0.89838	0.0612345
37	0.76905	13.6998	14.5805	0.76905	0.893667	0.0642804
38	0.785635	13.5653	14.4804	0.785635	0.888933	0.0674599
39	0.801922	13.4374	14.3908	0.801922	0.884313	0.0709487
40	0.817425	13.3238	14.3206	0.817425	0.879944	0.0748141
41	0.832981	13.2079	14.2481	0.832981	0.875588	0.0787562
42	0.848712	13.0884	14.172	0.848712	0.87121	0.08279
43	0.864338	12.9705	14.0989	0.864338	0.86689	0.0869961
44	0.880416	12.8446	14.0171	0.880416	0.862474	0.0912897
45	0.896268	12.7225	13.9413	0.896268	0.858147	0.0957961
46	0.912623	12.5917	13.8561	0.912623	0.853711	0.100422
47	0.928837	12.4632	13.7751	0.928837	0.849342	0.105262
48	0.945366	12.329	13.6887	0.945366	0.844915	0.110277
49	0.962061	12.1919	13.6	0.962061	0.840472	0.115501
50	0.978646	12.0563	13.5145	0.978646	0.836087	0.12095
51	0.995783	11.9108	13.4191	0.995783	0.831583	0.126632
52	1.01253	11.7716	13.332	1.01253	0.82721	0.132554
53	1.02968	11.6249	13.2379	1.02968	0.822758	0.138752
54	1.0472	11.4713	13.1376	1.0472	0.818239	0.145256
55	1.06413	11.3271	13.0487	1.06413	0.813896	0.15199
56	1.0817	11.171	12.9484	1.0817	0.809419	0.159106
57	1.09948	11.0104	12.8447	1.09948	0.804913	0.166593
58	1.11669	10.8587	12.7515	1.11669	0.800577	0.17431
59	1.13451	10.6953	12.6474	1.13451	0.796114	0.182525
60	1.15263	10.5254	12.5382	1.15263	0.791601	0.191234
61	1.16994	10.3684	12.443	1.16994	0.787314	0.200099
62	1.18788	10.1988	12.3366	1.18788	0.782895	0.20962
63	1.20613	10.0221	12.2246	1.20613	0.778423	0.219762
64	1.22386	9.8529	12.1209	1.22386	0.7741	0.230191
65	1.24167	9.68054	12.0154	1.24167	0.769782	0.241192
66	1.25986	9.49924	11.9026	1.25986	0.76539	0.253008
67	1.27818	9.31363	11.7871	1.27818	0.760989	0.26557
68	1.29556	9.14217	11.6854	1.29556	0.756833	0.278188
69	1.31148	8.97754	11.5841	1.31148	0.753042	0.290344
70	1.3147	8.93027	11.5459	1.3147	0.752278	0.292893
71	1.31968	8.86623	11.4986	1.31968	0.751093	0.296901
72	1.32571	8.79885	11.4546	1.32571	0.74966	0.301829
73	1.33411	8.70475	11.3933	1.33411	0.747668	0.308865
74	1.34456	8.58974	11.3205	1.34456	0.745194	0.317905
75	1.35689	8.45693	11.2391	1.35689	0.742278	0.328977
76	1.37041	8.31947	11.161	1.37041	0.739093	0.341554
77	1.38631	8.15517	11.0675	1.38631	0.735358	0.357114
78	1.40449	7.96603	10.9609	1.40449	0.731104	0.37596
79	1.425	7.75113	10.8414	1.425	0.726326	0.398682
80	1.448	7.50627	10.706	1.448	0.72099	0.426269
81	1.47365	7.2251	10.5495	1.47365	0.715068	0.460125
82	1.50261	6.89068	10.3589	1.50261	0.708413	0.50332
83	1.54063	6.4133	10.0751	1.54063	0.699702	0.570978
84	1.58295	5.87289	9.76271	1.58295	0.69003	0.662335
85	1.62161	5.39649	9.50727	1.62161	0.681219	0.761751
86	1.66427	4.84819	9.21517	1.66427	0.671521	0.900743
87	1.70588	4.31913	8.94904	1.70588	0.662079	1.07195
88	1.75101	3.72322	8.65384	1.75101	0.651854	1.32429
89	1.79627	3.12448	8.37201	1.79627	0.641609	1.67949
90	1.84469	2.46217	8.06803	1.84469	0.630656	2.27679
91	1.89402	1.77996	7.77003	1.89402	0.619492	3.36528
92	1.94633	1.03325	7.45481	1.94633	0.607642	6.21491
93	2.00017	0.251042	7.14109	2.00017	0.595422	27.4458
94	2.057	-0.60098	6.81369	2.057	0.582493	12.3376
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.296499	17.0608	17.0664	0.296499	1.0431	0.000331153
2	0.306131	17.0023	17.0265	0.306131	1.03974	0.0014266
3	0.315983	16.9417	16.9845	0.315983	1.03632	0.00252682
4	0.326053	16.879	16.9404	0.326053	1.03283	0.00363674
5	0.336339	16.8144	16.8946	0.336339	1.02929	0.00476754
6	0.346838	16.7478	16.8468	0.346838	1.02569	0.00591211
7	0.357549	16.6793	16.7973	0.357549	1.02204	0.00707581
8	0.36847	16.6088	16.7462	0.36847	1.01833	0.00826871
9	0.379596	16.5364	16.6933	0.379596	1.01457	0.00948374
10	0.390928	16.4621	16.6388	0.390928	1.01076	0.0107285
11	0.402461	16.386	16.5828	0.402461	1.0069	0.0120079
12	0.414195	16.308	16.5251	0.414195	1.00299	0.0133168
13	0.426127	16.2281	16.4661	0.426127	0.999042	0.0146667
14	0.438256	16.1464	16.4056	0.438256	0.995048	0.0160541
15	0.450578	16.0627	16.3435	0.450578	0.99101	0.0174793
16	0.463094	15.9773	16.2801	0.463094	0.986932	0.0189535
17	0.475801	15.8899	16.2151	0.475801	0.982814	0.0204677
18	0.488699	15.8006	16.1487	0.488699	0.978657	0.0220324
19	0.501785	15.7094	16.0808	0.501785	0.974464	0.0236452
20	0.51506	15.6162	16.0114	0.51506	0.970234	0.0253074
21	0.528521	15.5211	15.9406	0.528521	0.965969	0.0270269
22	0.54217	15.4239	15.8681	0.54217	0.96167	0.0287965
23	0.556004	15.3247	15.7942	0.556004	0.957338	0.0306305
24	0.570024	15.2235	15.7185	0.570024	0.952974	0.0325201
25	0.584229	15.1201	15.6414	0.584229	0.948579	0.034476
26	0.598619	15.0146	15.5625	0.598619	0.944153	0.0364962
27	0.613194	14.9068	15.482	0.613194	0.939697	0.0385863
28	0.627953	14.7969	15.3998	0.627953	0.935213	0.0407498
29	0.642897	14.6846	15.3159	0.642897	0.9307	0.0429888
30	0.658025	14.5701	15.2303	0.658025	0.926159	0.0453109
31	0.673337	14.4531	15.1428	0.673337	0.921592	0.0477164
32	0.688833	14.3338	15.0536	0.688833	0.916999	0.0502154
33	0.704513	14.212	14.9626	0.704513	0.912381	0.0528082
34	0.720375	14.0878	14.8698	0.720375	0.907738	0.0555063
35	0.736419	13.961	14.7751	0.736419	0.90307	0.0583111
36	0.752644	13.8317	14.6787	0.752644	0.89838	0.0612345
37	0.76905	13.6998	14.5805	0.76905	0.893667	0.0642804
38	0.785635	13.5653	14.4804	0.785635	0.888933	0.0674599
39	0.801922	13.4374	14.3908	0.801922	0.884313	0.0709487
40	0.817425	13.3238	14.3206	0.817425	0.879944	0.0748141
41	0.832981	13.2079	14.2481	0.832981	0.875588	0.0787562
42	0.848712	13.0884	14.172	0.848712	0.87121	0.08279
43	0.864338	12.9705	14.0989	0.864338	0.86689	0.0869961
44	0.880416	12.8446	14.0171	0.880416	0.862474	0.0912897
45	0.896268	12.7225	13.9413	0.896268	0.858147	0.0957961
46	0.912623	12.5917	13.8561	0.912623	0.853711	0.100422
47	0.928837	12.4632	13.7751	0.928837	0.849342	0.105262
48	0.945366	12.329	13.6887	0.945366	0.844915	0.110277
49	0.962061	12.1919	13.6	0.962061	0.840472	0.115501
50	0.978646	12.0563	13.5145	0.978646	0.836087	0.12095
51	0.995783	11.9108	13.4191	0.995783	0.831583	0.126632
52	1.01253	11.7716	13.332	1.01253	0.82721	0.132554
53	1.02968	11.6249	13.2379	1.02968	0.822758	0.138752
54	1.0472	11.4713	13.1376	1.0472	0.818239	0.145256
55	1.06413	11.3271	13.0487	1.06413	0.813896	0.15199
56	1.0817	11.171	12.9484	1.0817	0.809419	0.159106
57	1.09948	11.0104	12.8447	1.09948	0.804913	0.166593
58	1.11669	10.8587	12.7515	1.11669	0.800577	0.17431
59	1.13451	10.6953	12.6474	1.13451	0.796114	0.182525
60	1.15263	10.5254	12.5382	1.15263	0.791601	0.191234
61	1.16994	10.3684	12.443	1.16994	0.787314	0.200099
62	1.18788	10.1988	12.3366	1.18788	0.782895	0.20962
63	1.20613	10.0221	12.2246	1.20613	0.778423	0.219762
64	1.22386	9.8529	12.1209	1.22386	0.7741	0.230191
65	1.24167	9.68054	12.0154	1.24167	0.769782	0.241192
66	1.25986	9.49924	11.9026	1.25986	0.76539	0.253008
67	1.27818	9.31363	11.7871	1.27818	0.760989	0.26557
68	1.29556	9.14217	11.6854	1.29556	0.756833	0.278188
69	1.31148	8.97754	11.5841	1.31148	0.753042	0.290344
70	1.3147	8.93027	11.5459	1.3147	0.752278	0.292893
71	1.31968	8.86623	11.4986	1.31968	0.751093	0.296901
72	1.32571	8.79885	11.4546	1.32571	0.74966	0.301829
73	1.33411	8.70475	11.3933	1.33411	0.747668	0.308865
74	1.34456	8.58974	11.3205	1.34456	0.745194	0.317905
75	1.35689	8.45693	11.2391	1.35689	0.742278	0.328977
76	1.37041	8.31947	11.161	1.37041	0.739093	0.341554
77	1.38631	8.15517	11.0675	1.38631	0.735358	0.357114
78	1.40449	7.96603	10.9609	1.40449	0.731104	0.37596
79	1.425	7.75113	10.8414	1.425	0.726326	0.398682
80	1.448	7.50627	10.706	1.448	0.72099	0.426269
81	1.47365	7.2251	10.5495	1.47365	0.715068	0.460125
82	1.50261	6.89068	10.3589	1.50261	0.708413	0.50332
83	1.54063	6.4133	10.0751	1.54063	0.699702	0.570978
84	1.58295	5.87289	9.76271	1.58295	0.69003	0.662335
85	1.62161	5.39649	9.50727	1.62161	0.681219	0.761751
86	1.66427	4.84819	9.21517	1.66427	0.671521	0.900743
87	1.70588	4.31913	8.94904	1.70588	0.662079	1.07195
88	1.75101	3.72322	8.65384	1.75101	0.651854	1.32429
89	1.79627	3.12448	8.37201	1.79627	0.641609	1.67949
90	1.84469	2.46217	8.06803	1.84469	0.630656	2.27679
91	1.89402	1.77996	7.77003	1.89402	0.619492	3.36528
92	1.94633	1.03325	7.45481	1.94633	0.607642	6.21491
93	2.00017	0.251042	7.14109	2.00017	0.595422	27.4458
94	2.057	-0.60098	6.81369	2.057	0.582493	12.3376
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.296499	17.0608	17.0664	0.296499	1.0431	0.000331153
2	0.306131	17.0023	17.0265	0.306131	1.03974	0.0014266
3	0.315983	16.9417	16.9845	0.315983	1.03632	0.00252682
4	0.326053	16.879	16.9404	0.326053	1.03283	0.00363674
5	0.336339	16.8144	16.8946	0.336339	1.02929	0.00476754
6	0.346838	16.7478	16.8468	0.346838	1.02569	0.00591211
7	0.357549	16.6793	16.7973	0.357549	1.02204	0.00707581
8	0.36847	16.6088	16.7462	0.36847	1.01833	0.00826871
9	0.379596	16.5364	16.6933	0.379596	1.01457	0.00948374
10	0.390928	16.4621	16.6388	0.390928	1.01076	0.0107285
11	0.402461	16.386	16.5828	0.402461	1.0069	0.0120079
12	0.414195	16.308	16.5251	0.414195	1.00299	0.0133168
13	0.426127	16.2281	16.4661	0.426127	0.999042	0.0146667
14	0.438256	16.1464	16.4056	0.438256	0.995048	0.0160541
15	0.450578	16.0627	16.3435	0.450578	0.99101	0.0174793
16	0.463094	15.9773	16.2801	0.463094	0.986932	0.0189535
17	0.475801	15.8899	16.2151	0.475801	0.982814	0.0204677
18	0.488699	15.8006	16.1487	0.488699	0.978657	0.0220324
19	0.501785	15.7094	16.0808	0.501785	0.974464	0.0236452
20	0.51506	15.6162	16.0114	0.51506	0.970234	0.0253074
21	0.528521	15.5211	15.9406	0.528521	0.965969	0.0270269
22	0.54217	15.4239	15.8681	0.54217	0.96167	0.0287965
23	0.556004	15.3247	15.7942	0.556004	0.957338	0.0306305
24	0.570024	15.2235	15.7185	0.570024	0.952974	0.0325201
25	0.584229	15.1201	15.6414	0.584229	0.948579	0.034476
26	0.598619	15.0146	15.5625	0.598619	0.944153	0.0364962
27	0.613194	14.9068	15.482	0.613194	0.939697	0.0385863
28	0.627953	14.7969	15.3998	0.627953	0.935213	0.0407498
29	0.642897	14.6846	15.3159	0.642897	0.9307	0.0429888
30	0.658025	14.5701	15.2303	0.658025	0.926159	0.0453109
31	0.673337	14.4531	15.1428	0.673337	0.921592	0.0477164
32	0.688833	14.3338	15.0536	0.688833	0.916999	0.0502154
33	0.704513	14.212	14.9626	0.704513	0.912381	0.0528082
34	0.720375	14.0878	14.8698	0.720375	0.907738	0.0555063
35	0.736419	13.961	14.7751	0.736419	0.90307	0.0583111
36	0.752644	13.8317	14.6787	0.752644	0.89838	0.0612345
37	0.76905	13.6998	14.5805	0.76905	0.893667	0.0642804
38	0.785635	13.5653	14.4804	0.785635	0.888933	0.0674599
39	0.801922	13.4374	14.3908	0.801922	0.884313	0.0709487
40	0.817425	13.3238	14.3206	0.817425	0.879944	0.0748141
41	0.832981	13.2079	14.2481	0.832981	0.875588	0.0787562
42	0.848712	13.0884	14.172	0.848712	0.87121	0.08279
43	0.864338	12.9705	14.0989	0.864338	0.86689	0.0869961
44	0.880416	12.8446	14.0171	0.880416	0.862474	0.0912897
45	0.896268	12.7225	13.9413	0.896268	0.858147	0.0957961
46	0.912623	12.5917	13.8561	0.912623	0.853711	0.100422
47	0.928837	12.4632	13.7751	0.928837	0.849342	0.105262
48	0.945366	12.329	13.6887	0.945366	0.844915	0.110277
49	0.962061	12.1919	13.6	0.962061	0.840472	0.115501
50	0.978646	12.0563	13.5145	0.978646	0.836087	0.12095
51	0.995783	11.9108	13.4191	0.995783	0.831583	0.126632
52	1.01253	11.7716	13.332	1.01253	0.82721	0.132554
53	1.02968	11.6249	13.2379	1.02968	0.822758	0.138752
54	1.0472	11.4713	13.1376	1.0472	0.818239	0.145256
55	1.06413	11.3271	13.0487	1.06413	0.813896	0.15199
56	1.0817	11.171	12.9484	1.0817	0.809419	0.159106
57	1.09948	11.0104	12.8447	1.09948	0.804913	0.166593
58	1.11669	10.8587	12.7515	1.11669	0.800577	0.17431
59	1.13451	10.6953	12.6474	1.13451	0.796114	0.182525
60	1.15263	10.5254	12.5382	1.15263	0.791601	0.191234
61	1.16994	10.3684	12.443	1.16994	0.787314	0.200099
62	1.18788	10.1988	12.3366	1.18788	0.782895	0.20962
63	1.20613	10.0221	12.2246	1.20613	0.778423	0.219762
64	1.22386	9.8529	12.1209	1.22386	0.7741	0.230191
65	1.24167	9.68054	12.0154	1.24167	0.769782	0.241192
66	1.25986	9.49924	11.9026	1.25986	0.76539	0.253008
67	1.27818	9.31363	11.7871	1.27818	0.760989	0.26557
68	1.29556	9.14217	11.6854	1.29556	0.756833	0.278188
69	1.31148	8.97754	11.5841	1.31148	0.753042	0.290344
70	1.3147	8.93027	11.5459	1.3147	0.752278	0.292893
71	1.31968	8.86623	11.4986	1.31968	0.751093	0.296901
72	1.32571	8.79885	11.4546	1.32571	0.74966	0.301829
73	1.33411	8.70475	11.3933	1.33411	0.747668	0.308865
74	1.34456	8.58974	11.3205	1.34456	0.745194	0.317905
75	1.35689	8.45693	11.2391	1.35689	0.742278	0.328977
76	1.37041	8.31947	11.161	1.37041	0.739093	0.341554
77	1.38631	8.15517	11.0675	1.38631	0.735358	0.357114
78	1.40449	7.96603	10.9609	1.40449	0.731104	0.37596
79	1.425	7.75113	10.8414	1.425	0.726326	0.398682
80	1.448	7.50627	10.706	1.448	0.72099	0.426269
81	1.47365	7.2251	10.5495	1.47365	0.715068	0.460125
82	1.50261	6.89068	10.3589	1.50261	0.708413	0.50332
83	1.54063	6.4133	10.0751	1.54063	0.699702	0.570978
84	1.58295	5.87289	9.76271	1.58295	0.69003	0.662335
85	1.62161	5.39649	9.50727	1.62161	0.681219	0.761751
86	1.66427	4.84819	9.21517	1.66427	0.671521	0.900743
87	1.70588	4.31913	8.94904	1.70588	0.662079	1.07195
88	1.75101	3.72322	8.65384	1.75101	0.651854	1.32429
89	1.79627	3.12448	8.37201	1.79627	0.641609	1.67949
90	1.84469	2.46217	8.06803	1.84469	0.630656	2.27679
91	1.89402	1.77996	7.77003	1.89402	0.619492	3.36528
92	1.94633	1.03325	7.45481	1.94633	0.607642	6.21491
93	2.00017	0.251042	7.14109	2.00017	0.595422	27.4458
94	2.057	-0.60098	6.81369	2.057	0.582493	12.3376
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.296499	17.0608	17.0664	0.296499	1.0431	0.000331153
2	0.306131	17.0023	17.0265	0.306131	1.03974	0.0014266
3	0.315983	16.9417	16.9845	0.315983	1.03632	0.00252682
4	0.326053	16.879	16.9404	0.326053	1.03283	0.00363674
5	0.336339	16.8144	16.8946	0.336339	1.02929	0.00476754
6	0.346838	16.7478	16.8468	0.346838	1.02569	0.00591211
7	0.357549	16.6793	16.7973	0.357549	1.02204	0.00707581
8	0.36847	16.6088	16.7462	0.36847	1.01833	0.00826871
9	0.379596	16.5364	16.6933	0.379596	1.01457	0.00948374
10	0.390928	16.4621	16.6388	0.390928	1.01076	0.0107285
11	0.402461	16.386	16.5828	0.402461	1.0069	0.0120079
12	0.414195	16.308	16.5251	0.414195	1.00299	0.0133168
13	0.426127	16.2281	16.4661	0.426127	0.999042	0.0146667
14	0.438256	16.1464	16.4056	0.438256	0.995048	0.0160541
15	0.450578	16.0627	16.3435	0.450578	0.99101	0.0174793
16	0.463094	15.9773	16.2801	0.463094	0.986932	0.0189535
17	0.475801	15.8899	16.2151	0.475801	0.982814	0.0204677
18	0.488699	15.8006	16.1487	0.488699	0.978657	0.0220324
19	0.501785	15.7094	16.0808	0.501785	0.974464	0.0236452
20	0.51506	15.6162	16.0114	0.51506	0.970234	0.0253074
21	0.528521	15.5211	15.9406	0.528521	0.965969	0.0270269
22	0.54217	15.4239	15.8681	0.54217	0.96167	0.0287965
